"","Frage1m","Frage2_SQ001","Frage3_SQ001","Frage3_SQ002","Frage3_SQ003","Frage3_SQ004","Frage3_SQ005","Frage3_SQ006","Frage3_SQ007","Frage3_SQ008","Frage3_SQ009","Frage3_SQ010","Frage3_SQ011","Frage3_SQ012","Frage3_SQ013","Frage3_SQ014","Frage3_SQ015","Frage3_SQ016","Frage3_SQ017","Frage3_SQ018","Frage3_SQ019","Frage4_SQ001","Frage5_SQ001","Frage5_SQ002","Frage5_SQ003","Frage5_SQ004","Frage5_SQ005","Frage5_SQ006","Frage5_SQ007","Frage5_SQ008","Frage5_SQ009","Frage5_SQ010","Frage5_SQ011","Frage5_SQ012","Frage5_SQ013","Frage5_SQ014","Frage5_SQ015","Frage5_SQ016","Frage5_SQ017","Frage5_SQ018","Frage6_SQ001","Frage6_SQ002","Frage6_SQ003","Frage6_SQ004","Frage6_SQ005","Frage6_SQ006","Frage6_SQ007","Frage6_SQ008","Frage6_SQ009","Frage6_SQ010","Frage6_SQ011","Frage6_SQ012","Frage6_SQ013","Frage6_SQ014","Frage6_SQ015","Frage6_SQ016","Frage6_SQ017","Frage6_SQ018","Frage7_A1","Frage8_1","Frage8_2","Frage8_3","Frage8_4","Frage8_5","Frage9","Frage10_SQ002","Frage10b_SQ001","Frage11_SQ001","Frage12_SQ001","Frage12_SQ002","Frage12_SQ003","Frage12_SQ004","Frage12_SQ005","Frage12_SQ006","Frage12_SQ007","Frage12_SQ008","methode","geschlecht","alter_koh","aufenthaltsdauer","gemeinde_groesse","bezirk_code","bezirk_name_kurz"
"288",4,4,7,1,1,4,7,4,1,1,4,4,5,4,7,7,1,4,7,7,4,4,6,7,7,6,4,7,1,4,4,6,1,1,1,1,1,7,1,4,7,7,7,7,4,7,NA,NA,7,6,7,NA,NA,NA,NA,7,NA,7,3,11,4,2,6,3,2,72,NA,3,1,4,4,4,2,4,4,4,"online",2,"50 bis 54","Alteingesessen","<1000",102,"Andelfingen"
"289",2,4,7,2,2,4,6,5,6,2,2,2,6,3,5,6,2,5,5,6,4,3,3,3,6,3,3,5,4,3,4,4,4,6,4,2,6,6,5,6,3,NA,6,5,4,2,NA,NA,NA,NA,NA,4,NA,4,2,5,5,5,4,5,15,3,2,4,NA,NA,NA,2,2,4,4,2,1,2,3,4,"online",1,"35 bis 39","Alteingesessen",">100000",110,"Winterthur"
"290",4,3,6,3,7,7,5,4,6,3,NA,NA,5,2,2,5,2,5,6,5,6,3,5,5,7,NA,3,6,7,6,6,NA,4,7,5,3,5,6,7,7,5,1,4,NA,NA,3,6,NA,NA,NA,NA,6,4,4,5,2,1,4,3,2,16,3,4,10,2,90,109,1,1,1,NA,1,NA,4,NA,4,"online",2,"40 bis 44","Alteingesessen","5001 bis 10000",103,"Bülach"
"291",4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,6,6,6,6,6,6,NA,NA,NA,NA,6,6,6,6,6,6,6,6,6,6,6,6,6,6,NA,NA,NA,NA,6,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P&P",1,"70 bis 74","Alteingesessen","<1000",104,"Dielsdorf"
"292",3,4,7,4,1,7,7,4,7,4,7,7,7,7,4,7,1,5,7,7,1,3,7,1,4,4,1,7,1,1,7,1,4,7,1,7,4,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"online",2,"50 bis 54","Alteingesessen","2001 bis 5000",105,"Hinwil"
"293",2,4,7,5,6,6,7,6,7,5,7,6,6,6,7,6,5,6,7,7,7,4,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,6,7,5,6,5,NA,4,6,6,6,5,5,3,5,6,6,5,6,6,6,3,11,3,4,7,1,2,70,100,1,1,2,3,4,4,4,NA,NA,"online",1,"60 bis 64","Alteingesessen",">100000",110,"Winterthur"
"294",6,3,7,3,7,7,7,5,5,NA,6,6,7,3,3,6,6,3,7,7,7,3,7,7,7,6,6,7,7,7,7,4,NA,6,NA,3,3,7,7,7,7,7,7,7,6,7,7,7,7,1,6,3,3,3,3,7,7,7,3,2,4,5,3,11,1,84,124,3,1,1,4,NA,3,3,1,4,"P&P",1,"70 bis 74","Alteingesessen","<1000",104,"Dielsdorf"
"295",5,3,6,1,1,4,6,7,NA,1,4,6,6,2,2,7,1,6,7,6,NA,2,7,4,7,7,4,7,4,4,4,4,4,4,4,4,4,4,4,4,7,6,6,6,NA,5,6,NA,6,NA,NA,NA,NA,NA,NA,6,6,NA,NA,7,6,2,11,14,NA,NA,NA,2,4,4,4,4,1,1,1,3,"online",2,"55 bis 59","Alteingesessen","<1000",102,"Andelfingen"
"296",7,4,5,2,1,6,7,5,6,6,5,3,6,3,4,3,1,7,5,7,4,4,5,4,7,6,5,7,1,5,5,4,4,3,1,3,2,6,4,7,7,7,7,6,5,7,NA,NA,NA,5,NA,6,NA,5,5,5,5,6,3,7,15,3,11,13,NA,NA,NA,NA,2,3,3,3,2,2,1,3,"online",2,"50 bis 54","Alteingesessen","10001 bis 20000",107,"Meilen"
"297",2,4,7,1,5,5,7,5,7,4,1,NA,7,4,7,7,1,6,7,7,7,3,2,3,7,3,6,6,3,2,4,1,5,2,4,4,6,6,2,6,NA,5,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,3,10,6,14,1,7,NA,NA,NA,2,2,3,3,3,3,3,3,3,"online",2,"18 bis 24","Neuzuzüger",">100000",112,"Zürich"
"298",2,3,4,4,3,3,7,NA,NA,6,7,7,4,NA,7,7,1,4,4,7,1,3,7,7,7,NA,5,7,7,7,7,7,5,NA,NA,NA,7,7,7,7,NA,7,7,NA,NA,7,7,7,7,NA,NA,NA,7,7,7,7,7,7,4,2,11,4,7,15,NA,65,105,2,1,1,NA,NA,NA,NA,NA,NA,"P&P",2,"65 bis 69","Neuzuzüger","1001 bis 2000",103,"Bülach"
"299",4,4,5,5,NA,NA,NA,5,5,4,NA,NA,NA,NA,7,6,NA,6,6,6,NA,3,6,NA,2,2,NA,6,NA,NA,NA,NA,NA,6,NA,6,6,6,NA,6,6,NA,5,5,6,6,NA,NA,NA,NA,NA,6,NA,5,6,5,5,6,3,15,5,2,1,7,1,80,120,3,3,NA,3,4,3,3,3,3,"P&P",1,"65 bis 69","Alteingesessen","10001 bis 20000",106,"Horgen"
"300",2,4,3,6,6,3,7,2,6,6,4,NA,4,3,7,3,4,6,7,6,6,3,4,7,7,NA,4,7,6,6,5,6,5,7,7,6,7,6,7,7,4,7,7,NA,NA,5,7,NA,NA,NA,NA,7,NA,6,7,7,3,4,3,16,2,9,4,13,1,NA,NA,1,2,3,3,2,2,3,1,3,"online",2,"30 bis 34","Neuzuzüger",">100000",110,"Winterthur"
"301",1,4,3,2,5,4,7,6,2,2,2,2,3,6,7,5,2,5,5,5,6,3,5,3,5,3,3,5,6,4,5,3,2,5,3,3,5,3,6,5,6,6,5,2,NA,2,NA,NA,6,NA,NA,NA,NA,NA,NA,6,4,5,5,4,16,15,10,11,2,80,100,3,2,4,4,4,2,3,1,3,"online",2,"40 bis 44","Alteingesessen","<1000",102,"Andelfingen"
"302",4,3,NA,NA,NA,NA,7,5,5,NA,NA,NA,NA,NA,5,6,NA,4,NA,NA,NA,NA,4,4,2,5,3,5,1,2,4,3,1,2,3,1,3,4,6,7,4,4,2,5,5,6,3,5,5,5,NA,6,4,NA,6,5,5,3,3,15,3,6,5,8,2,85,113,1,4,3,4,1,1,1,3,2,"P&P",1,"65 bis 69","Alteingesessen","<1000",102,"Andelfingen"
"303",7,2,4,4,4,4,7,2,5,5,2,4,3,6,3,6,3,5,6,1,7,4,4,6,1,3,3,6,1,4,5,4,2,5,6,5,4,2,6,7,6,4,7,3,6,6,1,NA,NA,NA,NA,2,2,2,NA,7,6,2,3,15,13,7,9,4,2,80,110,1,2,3,4,1,1,3,1,4,"online",1,"40 bis 44","Alteingesessen","<1000",102,"Andelfingen"
"304",1,4,5,5,6,5,6,4,5,6,2,1,6,4,5,5,2,7,6,6,5,4,6,5,6,5,5,6,7,2,2,2,1,5,2,5,6,6,6,6,4,5,6,NA,5,7,6,NA,6,5,NA,5,NA,5,5,6,6,6,4,5,2,4,6,15,2,90,110,3,4,4,3,2,2,2,1,3,"online",1,"55 bis 59","Alteingesessen",">100000",110,"Winterthur"
"305",3,4,5,3,5,5,6,5,3,4,6,4,6,3,6,5,2,4,3,6,5,3,5,5,6,4,6,7,6,NA,7,5,3,6,NA,4,4,6,6,6,5,6,6,4,5,6,6,NA,6,6,NA,4,NA,6,4,5,6,6,4,12,1,4,10,11,2,88,104,2,3,3,2,3,2,2,2,3,"online",2,"35 bis 39","Alteingesessen","1001 bis 2000",102,"Andelfingen"
"306",3,4,7,7,7,6,7,6,6,1,5,7,7,NA,7,7,1,7,7,7,5,4,5,5,7,4,2,6,5,2,5,5,1,4,2,1,4,5,7,4,7,4,5,6,NA,6,6,6,6,5,NA,5,6,6,4,4,6,6,3,3,6,5,4,NA,NA,NA,NA,3,1,NA,NA,4,NA,NA,NA,NA,"online",2,"55 bis 59","Alteingesessen","<1000",102,"Andelfingen"
"307",3,4,5,4,6,7,7,7,5,5,4,4,6,NA,7,6,5,5,4,7,5,4,7,7,7,6,6,6,6,6,6,6,6,6,6,7,6,7,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,1,10,6,13,3,50,100,1,1,1,1,1,1,1,1,1,"online",1,"50 bis 54","Alteingesessen","1001 bis 2000",104,"Dielsdorf"
"308",2,4,3,3,1,NA,6,3,6,4,NA,NA,6,5,3,5,1,4,2,5,3,4,6,6,6,7,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,6,6,4,3,4,5,6,13,2,85,115,2,3,3,3,4,2,2,1,4,"online",2,"45 bis 49","Alteingesessen","5001 bis 10000",110,"Winterthur"
"309",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"online",2,"65 bis 69","Alteingesessen",">100000",110,"Winterthur"
"310",NA,4,5,4,6,6,7,5,5,5,6,6,6,5,6,6,4,6,6,7,6,4,6,7,7,7,7,7,7,7,7,7,7,5,5,5,5,6,6,6,6,6,6,6,6,7,6,6,6,6,NA,NA,NA,7,6,6,6,6,4,2,5,14,15,11,2,94,115,2,2,1,3,2,3,3,2,3,"P&P",2,"65 bis 69","Alteingesessen",">100000",110,"Winterthur"
"311",2,4,4,3,5,6,6,6,7,5,5,1,6,4,5,7,1,6,6,7,7,3,6,6,7,NA,6,6,7,5,6,6,6,6,7,4,5,6,4,6,6,5,6,5,4,4,NA,NA,6,6,NA,NA,2,NA,4,3,4,5,1,2,6,3,9,5,NA,NA,NA,1,1,2,3,2,NA,3,1,3,"online",1,"50 bis 54","Alteingesessen","<1000",102,"Andelfingen"
"312",NA,4,7,7,7,7,7,6,6,7,7,5,6,7,6,7,6,6,6,7,7,NA,7,7,6,7,6,7,7,7,7,6,7,6,5,5,7,6,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P&P",2,"75 bis 79","Alteingesessen","1001 bis 2000",102,"Andelfingen"
"313",3,3,7,2,1,7,7,7,7,7,5,5,7,1,5,7,1,7,5,7,7,3,6,NA,7,6,6,7,6,6,6,6,NA,6,NA,6,6,6,6,7,6,NA,7,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,6,NA,2,NA,4,4,5,4,14,3,13,2,80,120,3,1,4,2,4,2,2,2,4,"online",2,"50 bis 54","Alteingesessen","20001 bis 50000",109,"Uster"
"314",2,4,7,5,7,6,6,1,6,6,6,6,6,6,7,7,7,6,7,3,6,4,6,6,6,7,7,7,7,7,7,7,4,6,7,7,5,6,7,6,6,6,7,6,6,6,6,NA,4,4,4,5,4,6,6,6,3,5,3,12,4,2,9,1,2,85,115,2,1,3,3,3,2,2,1,3,"online",1,"50 bis 54","Alteingesessen",">100000",112,"Zürich"
"315",2,3,7,4,6,7,6,3,7,6,1,6,6,6,7,6,1,5,7,6,7,3,5,4,6,6,5,7,5,7,1,1,6,5,1,6,7,7,7,6,NA,NA,5,5,NA,5,5,5,NA,NA,NA,4,6,NA,4,6,5,5,NA,10,2,5,1,4,NA,NA,NA,2,2,4,3,4,4,2,3,3,"online",1,"18 bis 24","Alteingesessen",">100000",110,"Winterthur"
"316",NA,4,6,NA,6,5,6,2,6,6,6,6,6,6,6,6,6,5,6,6,6,NA,5,NA,6,NA,5,6,6,6,6,5,NA,6,NA,6,6,6,6,6,6,NA,6,6,6,7,7,6,7,6,NA,7,7,6,6,6,7,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,NA,3,3,2,3,"P&P",2,"75 bis 79","Alteingesessen",">100000",110,"Winterthur"
"317",2,4,7,7,6,6,7,6,7,6,7,6,7,7,7,7,6,6,7,7,7,4,7,7,7,5,NA,7,7,7,7,7,7,7,7,7,6,6,5,7,7,7,7,7,7,7,7,NA,NA,NA,NA,7,NA,7,7,NA,7,7,3,2,11,3,4,10,2,94,114,2,2,3,3,1,3,4,2,4,"P&P",2,"70 bis 74","Alteingesessen",">100000",112,"Zürich"
"318",2,3,7,4,4,4,7,7,7,4,4,4,7,5,7,7,5,7,7,7,7,3,4,4,7,4,4,7,5,4,4,4,4,4,4,4,7,7,7,7,4,5,5,NA,5,2,NA,NA,NA,NA,NA,NA,NA,4,4,NA,5,NA,3,10,6,1,NA,NA,NA,NA,NA,3,NA,NA,NA,4,NA,3,3,4,"online",2,"30 bis 34","Neuzuzüger","20001 bis 50000",103,"Bülach"
"319",6,4,6,4,6,6,7,6,6,6,6,6,6,5,7,6,4,6,7,6,6,3,7,5,6,6,6,6,5,5,6,5,3,6,5,6,5,6,5,6,6,6,6,6,6,6,6,6,6,6,NA,6,6,6,6,6,6,6,4,2,6,3,4,15,2,72,95,3,2,3,4,4,2,2,2,2,"online",2,"70 bis 74","Alteingesessen","20001 bis 50000",106,"Horgen"
"320",3,4,4,4,4,5,7,5,6,6,4,4,7,4,6,7,4,7,6,6,7,4,4,4,5,4,6,5,4,6,6,6,5,6,4,6,4,5,6,6,7,7,7,NA,6,7,NA,NA,NA,NA,NA,6,NA,7,7,6,4,6,3,2,11,1,15,13,2,80,120,2,1,3,4,2,1,1,3,3,"online",1,"50 bis 54","Neuzuzüger","20001 bis 50000",106,"Horgen"
"321",NA,NA,5,6,7,7,7,7,6,6,5,6,6,7,6,6,5,7,7,7,NA,4,6,6,7,6,6,6,NA,6,6,6,NA,NA,NA,5,5,6,NA,6,5,6,6,5,6,6,NA,6,6,6,NA,NA,NA,6,NA,5,NA,6,4,3,6,5,11,13,2,85,116,NA,2,2,2,1,3,3,2,3,"P&P",1,"80+","Alteingesessen","20001 bis 50000",111,"Dietikon"
"322",2,4,7,4,1,5,7,5,5,2,6,6,5,3,6,4,1,7,7,7,5,3,4,4,7,5,4,4,1,4,5,4,4,1,1,5,5,4,1,7,4,3,7,4,7,6,7,7,7,4,4,7,7,4,7,4,NA,3,3,12,1,11,13,7,2,91,130,1,3,3,3,3,1,3,2,3,"online",2,"55 bis 59","Alteingesessen","10001 bis 20000",107,"Meilen"
"323",6,4,6,5,6,6,7,4,5,2,4,6,7,6,6,5,2,6,6,7,6,4,6,7,7,6,4,7,7,7,7,7,6,7,3,2,2,7,5,5,7,6,5,3,6,7,4,6,6,4,4,6,6,6,5,NA,6,6,3,10,2,3,5,7,2,82,115,1,1,2,3,3,1,1,1,4,"P&P",1,"70 bis 74","Alteingesessen","10001 bis 20000",105,"Hinwil"
"324",6,4,6,3,5,7,7,6,5,3,4,3,7,4,6,7,7,7,6,7,7,3,5,6,7,NA,NA,6,7,4,5,4,4,6,7,5,5,5,5,5,5,6,6,NA,NA,6,6,NA,NA,NA,NA,6,2,4,5,5,NA,5,4,9,2,10,13,3,2,82,107,2,2,3,3,3,2,2,NA,NA,"online",2,"35 bis 39","Alteingesessen","2001 bis 5000",103,"Bülach"
"325",6,2,7,1,7,5,7,7,4,7,5,7,5,4,7,7,7,7,7,7,5,2,7,3,5,5,4,7,7,7,7,6,7,7,7,7,7,5,5,7,1,5,7,3,1,1,3,3,7,2,4,2,1,3,1,7,6,2,5,6,2,1,11,9,2,60,100,3,1,4,4,4,4,4,1,4,"online",1,"30 bis 34","Alteingesessen","10001 bis 20000",101,"Affoltern"
"326",5,4,7,3,7,7,7,6,4,3,NA,NA,6,7,7,4,4,7,7,7,7,3,5,5,7,5,3,7,7,7,7,7,1,7,7,5,5,7,6,7,6,6,7,4,4,7,7,NA,NA,NA,NA,7,NA,4,5,5,4,5,4,4,2,NA,NA,NA,2,75,124,3,3,4,4,4,1,1,1,3,"P&P",2,"65 bis 69","Neuzuzüger","2001 bis 5000",111,"Dietikon"
"327",1,4,5,NA,NA,NA,6,NA,NA,NA,NA,NA,7,NA,7,NA,NA,6,6,6,NA,4,4,6,6,6,NA,5,5,5,5,5,NA,6,6,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,10,15,12,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,4,"P&P",2,"75 bis 79","Alteingesessen",">100000",112,"Zürich"
"328",6,4,6,3,5,4,7,5,4,2,5,4,6,5,6,3,4,5,6,6,5,3,3,2,7,6,6,6,3,3,5,6,3,4,5,2,6,6,6,6,6,NA,6,6,5,NA,2,NA,NA,6,NA,NA,NA,6,2,6,5,6,4,4,3,15,11,5,2,90,115,2,3,4,3,2,2,2,2,3,"online",1,"55 bis 59","Alteingesessen","1001 bis 2000",101,"Affoltern"
"329",3,4,7,7,7,7,7,5,7,7,7,7,7,7,1,6,1,5,7,7,7,4,7,6,7,6,7,7,7,7,7,7,6,6,6,6,6,7,6,6,7,6,7,7,NA,6,7,7,7,5,NA,7,6,6,7,7,7,7,3,11,2,3,12,4,NA,NA,NA,2,1,2,3,2,1,2,1,1,"online",2,"55 bis 59","Alteingesessen","2001 bis 5000",101,"Affoltern"
"330",2,4,6,7,6,6,7,6,6,5,5,6,6,6,5,6,4,6,6,6,7,4,6,7,6,5,6,7,5,5,5,6,3,6,5,5,6,6,6,5,5,6,6,6,5,6,5,5,5,6,6,6,5,6,7,6,6,5,3,4,1,NA,NA,NA,NA,85,105,1,2,2,1,1,3,3,2,2,"P&P",1,"65 bis 69","Alteingesessen","<1000",102,"Andelfingen"
"331",6,4,5,4,5,3,6,2,4,3,3,2,5,3,4,3,2,5,4,6,5,3,5,5,5,5,4,5,5,5,4,5,5,5,4,5,5,4,5,5,4,3,5,4,4,4,4,NA,NA,NA,4,3,3,4,3,4,3,4,3,11,4,2,1,15,NA,NA,NA,2,2,3,3,2,2,2,2,2,"online",2,"40 bis 44","Alteingesessen","<1000",110,"Winterthur"
"332",6,4,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,6,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,NA,6,5,5,NA,6,5,NA,NA,NA,NA,5,6,5,NA,NA,6,NA,5,6,3,2,15,1,2,72,95,3,2,3,3,3,3,3,2,3,"online",1,"55 bis 59","Alteingesessen",">100000",112,"Zürich"
"333",1,4,6,6,6,2,6,4,6,6,3,5,4,6,6,6,6,7,7,6,2,4,7,4,5,6,5,6,7,6,7,6,5,6,5,6,7,6,7,7,5,6,6,4,4,6,7,6,6,5,NA,4,7,6,6,6,4,6,3,4,15,13,11,5,2,91,119,1,2,4,4,4,1,1,1,4,"online",2,"45 bis 49","Alteingesessen",">100000",112,"Zürich"
"334",2,4,6,5,3,7,7,5,7,6,7,5,7,6,6,7,1,7,7,7,7,4,7,7,7,7,7,7,6,7,7,7,5,7,5,7,7,7,7,7,6,6,6,5,NA,7,7,7,NA,2,5,NA,7,7,7,6,7,7,2,3,11,10,1,12,2,80,140,2,1,4,4,3,1,1,1,3,"online",2,"55 bis 59","Alteingesessen","5001 bis 10000",109,"Uster"
"335",8,4,2,2,7,4,7,2,5,6,2,2,6,6,6,7,7,5,7,5,6,4,5,6,5,7,6,7,7,2,2,1,5,7,7,5,6,5,7,7,3,5,6,3,4,7,5,3,7,6,4,4,1,5,3,7,2,3,3,9,15,13,NA,NA,NA,NA,NA,3,1,2,4,3,1,2,1,1,"online",1,"45 bis 49","Alteingesessen",">100000",112,"Zürich"
"336",6,4,7,4,7,7,7,5,7,4,3,3,7,3,3,7,1,7,7,7,5,3,7,7,7,7,7,7,7,6,7,3,6,7,1,4,4,7,7,7,4,4,7,5,5,7,2,4,7,7,7,2,7,7,7,7,7,7,5,2,4,10,16,12,2,95,110,2,1,2,4,4,2,2,1,1,"online",1,"45 bis 49","Alteingesessen","2001 bis 5000",109,"Uster"
"337",1,4,5,7,7,7,7,5,5,6,6,7,7,7,7,7,5,7,5,7,5,4,7,7,7,NA,6,7,7,6,7,6,5,5,5,6,7,5,6,6,7,4,7,NA,NA,1,7,NA,7,5,NA,6,5,7,7,5,4,5,3,2,1,11,12,10,NA,NA,NA,2,1,4,4,2,2,4,4,4,"online",1,"55 bis 59","Alteingesessen","1001 bis 2000",102,"Andelfingen"
"338",NA,4,NA,NA,1,1,NA,NA,1,NA,NA,NA,7,NA,NA,NA,NA,NA,7,1,NA,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,8,15,14,1,6,1,NA,NA,1,1,1,1,1,1,1,1,1,"online",1,"18 bis 24","Alteingesessen","5001 bis 10000",103,"Bülach"
"339",2,4,6,1,1,6,6,6,7,2,7,4,6,1,6,6,1,5,7,6,1,4,5,7,7,1,4,6,1,NA,7,7,1,1,1,3,3,5,1,7,6,6,6,NA,5,6,NA,NA,6,6,NA,NA,NA,5,NA,6,NA,6,3,11,3,10,15,2,2,85,116,2,2,3,3,3,4,3,1,3,"P&P",2,"80+","Alteingesessen","5001 bis 10000",104,"Dielsdorf"
"340",2,4,5,2,3,4,5,5,4,3,5,4,3,3,4,NA,2,5,3,4,5,3,4,6,6,4,4,6,3,4,5,3,2,3,3,3,3,5,2,5,NA,5,4,3,4,6,NA,NA,NA,NA,NA,NA,NA,NA,4,5,3,5,4,11,5,4,6,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"online",2,"60 bis 64","Alteingesessen","1001 bis 2000",104,"Dielsdorf"
"341",3,4,6,4,1,4,7,7,4,1,2,1,7,2,1,7,1,5,6,7,4,3,5,4,7,1,1,5,1,1,1,1,1,1,1,1,2,5,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"online",1,"55 bis 59","Alteingesessen","2001 bis 5000",102,"Andelfingen"
"342",2,4,7,1,7,5,7,3,7,3,6,NA,7,3,1,7,7,4,7,5,7,2,2,6,7,2,2,7,7,6,7,7,NA,6,7,1,6,2,2,6,3,4,4,1,2,7,6,7,7,6,NA,4,NA,1,4,1,2,4,3,3,5,11,10,4,2,90,100,2,1,2,2,1,NA,4,1,4,"online",1,"65 bis 69","Alteingesessen","20001 bis 50000",109,"Uster"
"343",2,4,5,3,7,4,7,6,6,4,3,5,6,3,5,6,NA,6,4,5,2,3,6,5,6,6,6,7,7,7,6,6,6,6,2,6,5,5,6,6,6,7,6,NA,NA,7,NA,NA,NA,NA,NA,6,NA,6,NA,NA,6,6,3,6,2,14,8,3,NA,NA,NA,2,2,3,3,3,2,2,3,3,"online",2,"55 bis 59","Alteingesessen",">100000",110,"Winterthur"
"344",5,4,6,3,5,6,1,1,6,5,5,5,7,4,5,7,2,1,6,7,5,3,5,6,7,6,7,7,4,5,6,6,3,6,3,4,6,6,6,7,6,6,6,NA,NA,6,5,NA,NA,NA,NA,5,NA,5,6,5,4,4,3,15,6,1,5,3,NA,NA,NA,2,NA,3,3,2,2,2,2,3,"online",2,"45 bis 49","Alteingesessen","5001 bis 10000",107,"Meilen"
"345",NA,3,7,2,2,6,7,6,7,6,2,2,7,2,1,7,1,6,6,5,4,3,4,2,5,7,6,5,1,6,2,1,4,1,1,6,6,7,1,5,3,NA,5,4,4,5,NA,3,NA,NA,NA,5,NA,3,5,6,NA,5,4,15,5,3,7,8,2,66,100,3,1,1,4,4,3,3,1,3,"online",1,"18 bis 24","Alteingesessen","20001 bis 50000",106,"Horgen"
"346",7,4,7,NA,7,6,6,6,6,4,NA,NA,6,6,6,7,7,6,6,7,6,4,3,6,7,4,NA,6,7,NA,NA,NA,3,6,6,4,6,4,3,7,5,5,6,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,6,NA,6,NA,6,4,2,15,9,5,4,NA,NA,NA,3,2,3,3,3,1,2,1,1,"online",1,"40 bis 44","Neuzuzüger","10001 bis 20000",106,"Horgen"
"347",8,3,6,2,1,5,7,5,6,3,3,5,6,3,5,1,1,7,6,6,6,4,6,6,7,6,6,7,3,5,6,5,4,4,4,4,6,7,4,7,6,4,6,6,NA,5,NA,NA,NA,NA,NA,NA,NA,4,NA,6,3,2,5,3,4,5,7,15,2,72,95,2,1,2,3,4,3,4,2,2,"online",2,"40 bis 44","Neuzuzüger","<1000",102,"Andelfingen"
"348",1,3,7,3,7,6,6,4,6,4,3,6,5,3,5,6,5,5,7,6,7,3,7,7,5,5,4,6,6,5,6,4,3,6,6,3,4,5,7,4,3,5,6,NA,NA,6,6,NA,3,3,2,6,3,3,6,6,6,3,4,4,2,1,10,5,2,91,111,3,2,4,3,1,3,3,2,3,"online",2,"40 bis 44","Alteingesessen","<1000",104,"Dielsdorf"
"349",1,3,7,7,7,7,7,4,7,3,7,7,7,4,7,7,7,7,7,7,7,3,6,7,6,6,5,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,5,7,7,7,7,7,7,4,7,7,7,3,7,7,7,7,3,10,3,4,2,9,NA,NA,NA,1,2,2,NA,NA,4,4,NA,NA,"online",2,"30 bis 34","Alteingesessen","2001 bis 5000",110,"Winterthur"
"350",4,4,7,1,1,7,7,7,6,1,1,6,7,1,1,7,1,7,3,7,7,2,7,3,7,NA,6,7,3,6,3,1,NA,3,1,1,1,7,3,7,3,5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,3,6,4,5,5,16,3,15,5,8,2,30,90,3,4,4,4,4,3,3,4,3,"online",2,"50 bis 54","Neuzuzüger","<1000",104,"Dielsdorf"
"351",6,4,7,5,4,6,5,6,5,6,6,6,7,5,6,7,4,6,7,7,6,4,6,6,7,6,6,6,4,6,6,7,6,5,5,5,6,6,6,6,6,6,5,5,6,7,NA,5,5,5,5,NA,NA,4,5,6,5,6,3,3,14,5,4,6,1,NA,NA,1,2,3,3,2,2,3,3,3,"online",1,"45 bis 49","Alteingesessen","2001 bis 5000",103,"Bülach"
