"","Frage1m","Frage2_SQ001","Frage3_SQ001","Frage3_SQ002","Frage3_SQ003","Frage3_SQ004","Frage3_SQ005","Frage3_SQ006","Frage3_SQ007","Frage3_SQ008","Frage3_SQ009","Frage3_SQ010","Frage3_SQ011","Frage3_SQ012","Frage3_SQ013","Frage3_SQ014","Frage3_SQ015","Frage3_SQ016","Frage3_SQ017","Frage3_SQ018","Frage3_SQ019","Frage4_SQ001","Frage5_SQ001","Frage5_SQ002","Frage5_SQ003","Frage5_SQ004","Frage5_SQ005","Frage5_SQ006","Frage5_SQ007","Frage5_SQ008","Frage5_SQ009","Frage5_SQ010","Frage5_SQ011","Frage5_SQ012","Frage5_SQ013","Frage5_SQ014","Frage5_SQ015","Frage5_SQ016","Frage5_SQ017","Frage5_SQ018","Frage6_SQ001","Frage6_SQ002","Frage6_SQ003","Frage6_SQ004","Frage6_SQ005","Frage6_SQ006","Frage6_SQ007","Frage6_SQ008","Frage6_SQ009","Frage6_SQ010","Frage6_SQ011","Frage6_SQ012","Frage6_SQ013","Frage6_SQ014","Frage6_SQ015","Frage6_SQ016","Frage6_SQ017","Frage6_SQ018","Frage7_A1","Frage8_1","Frage8_2","Frage8_3","Frage8_4","Frage8_5","Frage9","Frage10_SQ002","Frage10b_SQ001","Frage11_SQ001","Frage12_SQ001","Frage12_SQ002","Frage12_SQ003","Frage12_SQ004","Frage12_SQ005","Frage12_SQ006","Frage12_SQ007","Frage12_SQ008","methode","geschlecht","alter_koh","aufenthaltsdauer","gemeinde_groesse","bezirk_code","bezirk_name_kurz"
"224",1,3,7,1,7,6,5,2,7,7,1,2,6,5,5,7,6,3,7,6,7,4,5,2,7,2,7,7,7,6,4,1,6,6,7,4,7,5,2,4,7,7,7,NA,NA,6,NA,NA,NA,NA,NA,NA,7,NA,7,7,NA,NA,2,9,2,12,4,NA,2,90,121,2,2,3,3,3,2,3,2,2,"online",2,"25 bis 29","Neuzuzüger","20001 bis 50000",103,"Bülach"
"225",2,3,6,4,7,6,5,7,6,3,5,2,5,3,3,7,4,4,6,5,6,3,2,4,5,3,3,5,4,4,6,4,2,4,6,3,2,3,3,5,6,6,6,3,5,6,6,6,5,4,6,5,5,5,3,6,6,6,4,2,14,12,7,9,3,60,130,3,NA,4,4,4,2,2,3,3,"online",1,"55 bis 59","Alteingesessen","20001 bis 50000",106,"Horgen"
"226",6,4,5,3,7,7,7,NA,3,2,NA,5,7,5,4,NA,NA,7,6,6,1,4,5,6,7,7,5,6,6,5,5,5,6,6,NA,6,5,3,4,7,7,7,7,7,5,7,NA,NA,NA,NA,NA,5,NA,7,6,7,5,7,3,15,4,1,6,12,2,90,130,3,1,4,4,3,2,1,1,4,"online",1,"50 bis 54","Neuzuzüger","2001 bis 5000",101,"Affoltern"
"227",2,4,2,5,4,4,6,6,5,7,4,4,5,4,5,4,4,6,7,4,6,4,2,6,5,5,4,6,7,6,7,7,6,7,6,6,6,3,6,7,7,7,7,6,4,7,7,7,7,7,7,7,5,7,7,7,5,5,3,4,1,15,3,13,1,NA,NA,1,4,4,4,3,2,2,3,3,"online",1,"45 bis 49","Alteingesessen",">100000",110,"Winterthur"
"228",6,3,6,4,5,7,6,5,6,6,6,6,6,4,4,6,4,6,7,7,6,3,5,5,7,5,6,6,7,4,5,5,4,7,4,7,5,6,6,7,4,5,5,5,5,6,5,4,4,4,4,4,5,5,5,5,3,4,4,4,3,2,14,15,2,95,115,2,2,3,3,3,2,2,2,3,"online",1,"35 bis 39","Neuzuzüger",">100000",112,"Zürich"
"229",2,4,4,4,NA,6,5,1,7,7,NA,6,5,7,6,2,NA,5,6,5,2,4,3,4,5,6,5,6,7,7,5,4,7,7,7,7,7,7,7,6,NA,6,7,NA,4,7,NA,NA,NA,NA,NA,NA,NA,7,7,7,2,NA,3,7,2,4,13,3,NA,NA,NA,2,2,3,4,4,3,2,3,3,"online",1,"30 bis 34","Alteingesessen",">100000",112,"Zürich"
"230",6,4,7,1,1,5,6,4,5,4,1,1,6,3,5,7,1,4,6,4,5,3,4,6,6,NA,NA,6,NA,5,5,5,5,5,4,NA,6,6,5,5,NA,5,6,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,6,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,3,NA,NA,3,2,NA,"online",2,"30 bis 34","Neuzuzüger","20001 bis 50000",109,"Uster"
"231",2,2,7,5,7,5,7,7,5,5,7,6,5,5,7,6,7,7,7,7,7,3,4,4,7,5,4,4,7,6,7,6,6,5,7,4,4,2,4,7,4,7,4,3,7,7,4,6,NA,NA,NA,5,4,7,4,7,7,3,5,3,15,6,2,9,2,89,110,2,2,3,3,2,4,4,2,3,"online",2,"40 bis 44","Alteingesessen",">100000",110,"Winterthur"
"232",NA,4,1,NA,1,1,NA,1,1,NA,1,NA,7,1,NA,NA,NA,NA,7,7,NA,4,NA,7,7,NA,NA,7,NA,NA,7,NA,NA,6,7,NA,6,NA,NA,6,NA,7,6,NA,NA,7,NA,NA,7,NA,NA,6,NA,5,6,NA,NA,NA,NA,6,11,7,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"P&P",1,"80+","Alteingesessen","2001 bis 5000",102,"Andelfingen"
"233",6,3,7,1,1,7,7,7,5,1,7,4,7,1,1,NA,1,6,6,7,7,3,6,7,7,7,4,7,6,2,6,3,1,3,2,1,1,7,1,6,7,7,7,2,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,7,4,3,8,15,12,5,NA,NA,NA,3,3,3,3,2,1,1,2,1,"online",1,"60 bis 64","Alteingesessen","2001 bis 5000",103,"Bülach"
"234",6,4,3,6,2,3,6,1,5,2,2,3,4,6,5,6,4,5,6,5,5,4,7,NA,6,6,7,7,5,7,NA,NA,NA,5,NA,6,NA,NA,NA,6,7,NA,6,5,7,7,5,NA,NA,NA,NA,NA,NA,7,NA,NA,4,6,NA,3,2,13,8,10,2,105,120,1,NA,NA,NA,NA,NA,NA,NA,NA,"online",1,"25 bis 29","Neuzuzüger","5001 bis 10000",103,"Bülach"
"235",8,3,5,NA,5,5,7,6,4,7,5,4,5,5,7,7,5,5,7,5,7,3,4,4,4,NA,4,6,5,5,5,5,3,4,6,7,5,4,7,7,NA,5,4,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,3,5,5,4,NA,NA,15,4,9,13,1,2,52,71,2,2,3,3,2,3,3,2,2,"online",2,"30 bis 34","Neuzuzüger","<1000",102,"Andelfingen"
"236",3,4,5,5,6,5,6,6,6,4,6,5,7,3,7,7,5,7,7,7,7,2,6,6,7,4,5,7,6,5,6,5,7,5,5,5,5,5,4,6,4,3,4,5,5,7,5,5,5,5,NA,5,5,4,5,5,5,6,5,4,3,NA,NA,NA,NA,NA,NA,2,3,3,3,2,3,3,NA,3,"online",2,"18 bis 24","Alteingesessen","10001 bis 20000",105,"Hinwil"
"237",1,1,4,5,1,5,6,4,4,6,4,6,7,7,6,6,1,4,4,4,6,2,7,7,6,7,4,6,4,6,6,4,6,7,1,6,7,7,4,6,3,7,6,2,1,6,6,6,6,4,5,6,7,7,6,2,6,1,3,13,5,15,11,7,2,90,115,3,4,3,4,3,1,1,2,4,"online",1,"60 bis 64","Alteingesessen","20001 bis 50000",109,"Uster"
"238",3,4,7,4,6,6,6,7,6,4,5,4,7,5,7,7,4,4,7,7,7,4,4,4,5,5,4,5,3,3,3,3,3,5,4,3,5,5,4,6,4,4,5,5,5,5,5,5,5,4,4,5,NA,5,5,5,4,5,4,4,14,1,13,7,3,50,91,2,2,2,3,2,2,3,3,2,"online",1,"50 bis 54","Alteingesessen","5001 bis 10000",106,"Horgen"
"239",6,4,7,5,7,7,7,7,7,7,7,3,7,7,7,7,7,7,7,7,7,4,7,7,7,7,6,7,7,7,7,7,2,7,7,7,7,7,6,7,7,7,7,6,3,7,7,NA,NA,NA,NA,5,4,7,7,7,3,5,3,14,2,9,12,3,NA,NA,NA,2,2,4,4,4,1,2,3,3,"online",2,"55 bis 59","Alteingesessen","20001 bis 50000",106,"Horgen"
"240",NA,4,7,NA,NA,NA,NA,6,NA,NA,6,6,NA,NA,6,NA,6,NA,7,NA,7,4,7,7,7,3,7,7,5,NA,7,NA,NA,6,NA,NA,NA,7,NA,7,7,7,NA,NA,7,NA,7,NA,NA,NA,NA,7,7,NA,NA,3,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,2,NA,1,NA,2,3,"P&P",1,"80+","Alteingesessen","10001 bis 20000",111,"Dietikon"
"241",2,4,5,4,6,6,6,4,5,4,6,6,6,3,6,5,2,5,6,7,5,4,6,6,6,NA,NA,6,6,5,6,6,4,6,2,2,5,6,6,5,7,7,7,NA,7,7,7,5,7,7,5,6,2,2,6,6,7,6,3,2,11,7,14,10,2,90,110,2,1,3,3,3,1,1,1,3,"online",2,"55 bis 59","Alteingesessen","1001 bis 2000",102,"Andelfingen"
"242",1,4,6,4,5,6,7,6,6,4,6,5,6,7,7,7,4,7,5,6,6,3,4,6,7,5,5,6,5,5,5,5,4,4,4,4,4,5,4,6,4,6,5,5,4,5,5,NA,5,4,4,5,4,4,5,4,4,5,3,3,11,4,10,5,1,NA,NA,3,2,3,3,2,3,3,2,3,"online",2,"55 bis 59","Alteingesessen","5001 bis 10000",110,"Winterthur"
"243",2,3,5,2,1,3,5,5,6,5,1,1,6,5,4,5,1,5,7,5,6,3,3,2,6,4,NA,6,4,2,1,1,NA,4,4,6,6,5,6,6,NA,NA,7,NA,5,6,NA,NA,NA,NA,NA,NA,NA,5,6,6,6,NA,3,10,1,2,15,9,2,50,100,2,2,3,4,2,3,3,2,3,"online",1,"25 bis 29","Alteingesessen",">100000",112,"Zürich"
"244",6,3,1,3,7,7,7,4,5,5,7,5,7,4,5,3,1,7,7,7,7,3,6,5,7,7,5,7,7,3,7,7,3,7,6,7,5,7,7,7,3,6,1,1,1,1,4,7,3,2,4,4,7,6,6,1,5,2,4,3,10,2,11,4,NA,NA,NA,2,4,4,3,3,3,3,2,2,"online",2,"55 bis 59","Alteingesessen",">100000",110,"Winterthur"
"245",2,3,6,4,NA,6,6,7,7,5,7,3,7,6,7,6,NA,7,6,7,NA,3,6,4,7,5,4,7,NA,3,7,7,2,NA,NA,2,6,6,2,5,4,4,4,NA,NA,7,NA,5,NA,NA,2,NA,NA,NA,NA,2,5,NA,4,5,11,12,3,4,2,95,120,2,2,2,3,2,3,3,2,3,"online",2,"65 bis 69","Alteingesessen",">100000",110,"Winterthur"
"246",2,3,7,NA,7,7,NA,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,NA,7,7,NA,NA,7,7,7,7,NA,7,NA,NA,7,7,7,7,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3,4,3,3,4,NA,NA,"online",2,"55 bis 59","Alteingesessen","20001 bis 50000",106,"Horgen"
"247",2,3,6,7,7,7,6,7,4,4,7,7,4,7,4,6,1,5,7,7,5,2,7,7,7,7,7,7,7,6,7,6,3,5,3,3,3,7,5,7,3,1,5,3,6,6,7,6,6,1,NA,4,NA,4,NA,4,5,4,4,11,6,10,8,5,2,72,100,3,3,3,4,4,1,3,1,3,"online",2,"60 bis 64","Alteingesessen","<1000",102,"Andelfingen"
"248",7,4,6,3,6,6,6,6,6,4,6,5,6,5,6,2,2,6,7,6,2,4,6,6,6,7,5,7,7,4,6,5,5,5,4,5,5,6,5,6,7,7,7,7,6,7,7,7,7,5,6,6,6,6,6,7,7,7,3,4,11,12,5,14,1,NA,NA,1,1,3,4,2,2,3,1,3,"online",1,"50 bis 54","Alteingesessen","1001 bis 2000",102,"Andelfingen"
"249",8,4,7,5,7,7,7,5,6,5,7,7,7,6,5,6,6,7,7,7,5,3,6,5,7,6,6,7,7,7,7,7,4,6,6,4,4,6,4,7,6,5,6,NA,NA,7,NA,NA,NA,6,NA,NA,NA,3,4,6,NA,NA,4,2,11,7,3,4,2,80,100,2,1,4,4,2,2,2,3,4,"online",2,"50 bis 54","Alteingesessen","1001 bis 2000",104,"Dielsdorf"
"250",6,4,7,5,7,6,7,6,7,6,7,7,6,7,6,6,7,6,7,7,6,4,6,7,6,NA,NA,7,7,7,7,6,7,7,7,7,7,6,7,7,7,6,7,NA,NA,7,5,5,5,6,6,6,7,6,6,6,5,5,3,15,13,2,6,7,NA,NA,NA,2,3,NA,3,NA,NA,3,2,NA,"online",2,"18 bis 24","Alteingesessen",">100000",112,"Zürich"
"251",6,3,5,5,6,6,6,4,6,5,4,5,6,5,6,6,5,5,7,5,6,3,4,5,6,5,6,7,5,5,4,4,5,5,4,4,6,5,6,6,4,3,6,5,4,6,4,6,3,4,4,4,3,3,5,4,4,5,4,4,15,2,1,12,2,78,123,2,3,3,4,3,2,3,1,2,"online",1,"25 bis 29","Alteingesessen","1001 bis 2000",103,"Bülach"
"252",2,4,3,5,7,6,7,3,7,7,5,5,6,7,7,6,4,7,7,5,7,4,4,5,6,6,6,7,7,7,7,7,7,6,7,7,7,6,7,7,5,6,7,6,5,7,6,5,5,6,6,5,5,7,6,6,6,5,3,2,4,6,1,15,2,90,110,2,3,2,4,3,3,4,2,4,"online",2,"55 bis 59","Alteingesessen",">100000",110,"Winterthur"
"253",6,4,7,6,7,6,7,7,7,7,7,7,7,6,6,7,7,7,7,6,7,3,6,6,7,6,6,7,7,7,6,7,6,7,6,6,7,6,6,7,5,6,6,6,5,5,5,5,5,5,5,6,5,5,6,5,6,6,4,2,5,4,1,13,3,72,130,2,4,4,4,3,3,3,3,3,"online",1,"50 bis 54","Neuzuzüger","20001 bis 50000",103,"Bülach"
"254",3,4,6,1,6,5,7,5,7,2,4,2,6,1,2,7,2,7,5,5,7,3,5,6,5,6,5,6,7,5,5,5,5,5,6,5,5,6,5,7,6,6,6,NA,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,6,4,15,2,4,3,12,2,75,100,3,3,3,2,3,2,2,1,3,"online",2,"50 bis 54","Neuzuzüger","<1000",102,"Andelfingen"
"255",NA,4,7,6,NA,NA,7,2,7,NA,6,NA,6,6,NA,6,NA,7,7,7,NA,3,5,NA,6,6,NA,7,NA,NA,7,7,NA,NA,NA,NA,6,5,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,4,NA,NA,NA,NA,NA,"P&P",1,"70 bis 74","Alteingesessen","2001 bis 5000",110,"Winterthur"
"256",6,4,7,3,3,6,6,4,6,5,5,3,5,5,6,4,2,6,7,6,6,3,6,6,6,6,6,7,5,5,6,6,5,5,5,5,5,6,5,7,6,7,6,6,6,7,NA,NA,NA,NA,NA,NA,NA,NA,6,5,7,5,3,4,3,12,15,8,2,85,115,2,1,3,3,3,NA,NA,3,NA,"online",2,"50 bis 54","Neuzuzüger","5001 bis 10000",111,"Dietikon"
"257",1,4,7,1,7,7,7,7,7,7,5,5,7,4,4,7,1,7,7,7,7,3,1,7,7,NA,1,5,7,7,7,7,6,7,2,3,7,7,7,5,NA,NA,7,NA,3,6,1,NA,NA,NA,NA,6,NA,NA,7,7,7,NA,4,2,12,11,5,3,2,72,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,"online",1,"40 bis 44","Alteingesessen",">100000",110,"Winterthur"
"258",4,4,7,5,6,7,6,6,6,7,6,7,6,5,6,6,6,6,7,6,6,3,7,7,7,7,6,7,6,6,7,7,4,5,5,6,5,6,6,6,7,7,6,6,6,7,7,7,7,6,6,5,6,6,6,7,5,6,4,3,10,5,7,1,NA,NA,NA,NA,3,3,3,2,2,2,1,2,"online",2,"65 bis 69","Alteingesessen","2001 bis 5000",103,"Bülach"
"259",8,4,7,3,7,7,7,7,7,3,6,7,7,7,7,7,7,7,7,7,6,4,5,7,7,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,2,NA,2,7,NA,7,NA,NA,NA,NA,7,6,2,7,NA,4,2,13,7,10,4,2,90,100,1,1,3,4,4,3,2,2,4,"online",2,"30 bis 34","Alteingesessen","2001 bis 5000",111,"Dietikon"
"260",2,4,6,3,7,6,5,3,6,5,4,5,6,7,5,5,5,4,6,7,4,4,4,4,7,4,5,6,7,6,6,4,3,6,5,4,5,5,3,4,6,4,6,5,6,6,3,5,4,5,NA,6,5,5,5,5,NA,5,3,2,10,12,1,7,2,72,113,2,2,3,3,1,3,2,2,2,"online",2,"35 bis 39","Alteingesessen","10001 bis 20000",107,"Meilen"
"261",4,4,7,5,7,7,6,6,6,6,5,6,7,6,7,6,7,6,6,7,6,3,6,7,7,6,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,7,5,NA,NA,6,5,NA,NA,NA,NA,5,5,4,4,5,5,6,4,2,4,5,6,8,2,90,120,2,2,3,3,2,2,2,2,3,"online",2,"40 bis 44","Neuzuzüger","<1000",104,"Dielsdorf"
"262",7,3,2,3,NA,5,5,4,6,4,6,5,5,5,5,5,6,6,6,5,5,3,6,6,6,6,5,6,4,6,6,6,NA,6,6,4,5,6,7,6,5,5,5,3,4,5,NA,NA,6,5,NA,NA,NA,4,5,5,4,4,2,10,4,11,NA,NA,2,85,115,2,1,3,3,3,3,3,2,3,"online",1,"70 bis 74","Alteingesessen","10001 bis 20000",107,"Meilen"
"263",8,3,6,3,5,5,7,7,3,4,5,5,3,5,1,7,5,4,2,7,1,3,6,6,4,4,4,7,6,5,5,5,3,3,3,6,6,2,5,7,6,5,5,5,4,2,6,4,6,5,4,6,5,4,3,5,5,3,4,15,2,6,13,14,2,102,103,3,3,3,4,4,4,4,4,4,"online",2,"60 bis 64","Alteingesessen","2001 bis 5000",102,"Andelfingen"
"264",2,4,6,6,6,6,7,6,5,5,5,5,5,6,6,6,6,5,6,6,6,4,7,7,7,7,6,7,7,6,6,6,6,7,7,6,6,6,6,7,6,7,6,6,6,6,7,NA,6,NA,NA,6,6,5,7,6,5,6,3,9,2,15,3,1,NA,NA,NA,2,2,4,3,2,NA,NA,NA,2,"online",2,"40 bis 44","Alteingesessen","1001 bis 2000",101,"Affoltern"
"265",2,4,6,4,7,5,6,5,7,7,1,2,7,5,6,7,7,5,7,7,3,4,5,5,7,3,4,7,7,5,6,7,6,6,7,7,5,5,7,6,5,5,7,NA,NA,7,6,6,NA,NA,5,7,6,6,5,6,6,NA,3,2,9,1,7,10,2,85,120,2,2,2,3,3,NA,NA,1,4,"online",2,"40 bis 44","Alteingesessen",">100000",110,"Winterthur"
"266",7,4,7,1,7,5,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,4,5,7,7,7,7,6,7,7,7,7,7,7,7,4,7,7,7,5,NA,7,7,3,NA,7,7,NA,NA,NA,NA,4,NA,7,7,5,5,NA,3,12,2,4,11,9,2,120,120,1,2,3,4,4,4,4,1,NA,"online",2,"55 bis 59","Neuzuzüger",">100000",110,"Winterthur"
"267",6,4,2,1,7,2,6,2,6,7,2,2,7,5,7,2,7,6,7,7,5,4,2,3,6,3,4,6,7,2,5,5,2,7,7,6,7,4,6,6,5,6,7,5,6,6,7,5,NA,NA,NA,7,5,7,7,7,2,5,4,2,9,4,14,7,2,90,110,1,2,2,3,NA,3,NA,1,3,"online",2,"40 bis 44","Alteingesessen",">100000",112,"Zürich"
"268",7,4,7,1,7,6,7,6,1,2,4,1,7,6,2,5,6,7,7,4,5,4,3,1,7,4,4,6,7,NA,NA,NA,NA,NA,6,1,5,7,NA,NA,5,7,7,4,NA,2,6,NA,NA,NA,NA,NA,5,NA,NA,7,NA,3,4,10,4,9,15,1,2,72,110,3,1,4,1,4,4,1,1,1,"online",1,"45 bis 49","Alteingesessen","5001 bis 10000",101,"Affoltern"
"269",7,4,5,4,4,6,6,6,4,4,6,6,6,4,6,7,3,7,4,6,2,4,6,4,5,3,4,5,4,6,6,6,4,5,4,4,4,4,2,7,5,5,5,3,3,5,5,NA,6,6,3,5,5,4,2,3,2,6,3,15,6,10,4,8,2,102,118,2,1,2,3,3,1,1,1,4,"online",1,"70 bis 74","Alteingesessen","2001 bis 5000",104,"Dielsdorf"
"270",2,4,6,6,6,6,6,5,5,4,6,5,5,4,5,4,3,4,6,7,5,4,7,7,6,4,4,6,7,5,6,6,1,3,3,3,6,7,3,2,7,7,7,5,4,7,7,NA,7,2,NA,7,NA,7,7,5,6,7,3,5,2,3,8,4,2,100,125,2,1,2,4,1,2,3,2,3,"online",2,"80+","Alteingesessen","<1000",102,"Andelfingen"
"271",7,4,4,4,NA,5,4,5,7,7,4,NA,7,7,5,5,NA,4,7,6,3,4,6,3,7,3,7,7,NA,5,NA,NA,NA,NA,3,7,7,5,7,6,3,6,6,NA,4,5,NA,NA,NA,NA,NA,NA,NA,6,6,4,3,5,3,1,4,12,10,15,2,90,115,2,3,4,4,3,2,2,1,1,"online",1,"35 bis 39","Alteingesessen",">100000",112,"Zürich"
"272",2,4,7,2,7,5,4,6,6,6,2,6,6,6,4,7,2,5,7,7,7,3,6,6,7,5,NA,6,7,5,3,3,NA,6,NA,6,6,7,3,7,4,NA,6,NA,NA,7,4,NA,6,6,NA,6,NA,6,6,6,5,NA,NA,3,13,2,4,10,2,20,100,2,2,2,3,3,3,3,1,4,"online",2,"18 bis 24","Neuzuzüger",">100000",110,"Winterthur"
"273",3,3,7,4,5,2,4,3,4,2,3,4,4,4,6,4,1,6,3,6,4,3,4,5,5,4,2,4,3,NA,NA,NA,NA,4,NA,3,4,6,3,2,4,6,6,4,6,6,6,NA,NA,NA,NA,NA,NA,4,4,6,6,6,3,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,2,2,1,1,1,3,"online",1,"45 bis 49","Alteingesessen","<1000",102,"Andelfingen"
"274",6,4,7,4,2,3,7,7,7,4,6,5,6,6,3,5,2,6,7,7,2,4,5,5,6,5,4,6,2,5,6,6,3,4,4,5,5,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2,95,123,3,2,3,4,4,1,1,1,4,"P&P",1,"65 bis 69","Alteingesessen","10001 bis 20000",107,"Meilen"
"275",2,4,6,1,1,6,7,3,2,1,2,3,6,3,6,7,1,7,6,7,NA,4,5,7,7,7,6,6,1,3,4,2,2,5,1,2,1,6,2,7,7,7,6,6,5,7,NA,NA,NA,2,NA,NA,NA,NA,NA,6,NA,6,3,3,15,5,12,8,2,95,115,1,1,1,1,1,1,1,1,3,"online",1,"60 bis 64","Alteingesessen","2001 bis 5000",108,"Pfäffikon"
"276",2,4,6,5,7,6,7,7,6,5,4,NA,7,6,5,7,5,7,7,7,7,4,7,7,7,NA,NA,7,7,NA,7,7,NA,NA,7,NA,7,7,7,7,5,6,7,NA,NA,6,7,NA,6,NA,NA,NA,NA,6,6,7,6,7,3,15,2,9,4,11,NA,NA,NA,3,3,4,3,3,2,2,1,3,"online",2,"55 bis 59","Alteingesessen","1001 bis 2000",102,"Andelfingen"
"277",1,4,1,4,7,5,6,7,6,7,6,6,4,5,4,7,4,7,7,6,7,4,6,7,6,6,6,6,6,6,7,7,6,6,7,7,6,1,7,7,5,4,4,NA,5,5,NA,NA,NA,NA,NA,5,NA,6,5,4,5,4,4,15,7,4,2,12,2,100,100,1,1,1,1,2,2,2,1,4,"online",1,"55 bis 59","Alteingesessen",">100000",110,"Winterthur"
"278",6,4,7,1,7,5,7,7,7,5,7,7,7,1,3,7,1,7,7,7,7,2,7,7,7,NA,6,7,7,6,7,7,2,7,4,6,7,7,5,7,5,3,3,1,NA,4,7,NA,5,6,NA,NA,NA,4,7,6,NA,2,4,3,2,4,10,6,2,88,125,1,4,4,4,1,3,3,1,1,"online",2,"45 bis 49","Alteingesessen","5001 bis 10000",111,"Dietikon"
"279",1,3,5,4,6,4,5,5,5,5,5,4,5,5,5,5,6,5,5,5,5,3,5,4,6,5,4,5,6,4,5,5,5,6,6,5,6,5,5,6,5,NA,NA,NA,NA,4,5,NA,NA,NA,NA,4,5,5,4,NA,5,4,4,2,9,15,1,3,2,90,110,3,3,3,3,2,2,2,3,3,"online",2,"45 bis 49","Alteingesessen","5001 bis 10000",109,"Uster"
"280",4,4,7,3,2,6,7,5,2,4,2,7,7,5,7,7,1,7,6,7,4,NA,6,5,7,4,6,5,NA,5,5,NA,NA,NA,NA,5,NA,7,5,5,6,7,6,6,5,6,NA,NA,NA,NA,5,NA,NA,6,NA,6,5,6,4,11,1,2,7,12,2,85,100,2,2,2,3,2,3,3,2,3,"online",1,"60 bis 64","Alteingesessen","2001 bis 5000",108,"Pfäffikon"
"281",4,4,7,4,7,7,6,5,7,4,4,3,7,3,6,7,3,5,7,7,7,4,6,7,7,6,6,7,7,7,7,5,1,7,5,6,6,7,7,7,5,7,6,5,5,7,6,6,NA,3,NA,5,5,NA,4,6,4,6,3,3,13,4,2,11,1,NA,NA,2,2,3,4,1,1,1,2,4,"online",1,"18 bis 24","Neuzuzüger","2001 bis 5000",103,"Bülach"
"282",2,4,3,5,7,6,6,3,5,6,5,6,6,4,7,6,7,7,7,6,7,3,7,4,6,5,7,6,6,6,6,6,6,7,7,7,6,5,7,7,4,4,5,NA,5,6,4,6,NA,NA,NA,NA,5,7,4,5,5,5,3,2,13,9,7,4,2,100,115,2,2,2,4,2,3,3,2,4,"online",2,"55 bis 59","Alteingesessen",">100000",110,"Winterthur"
"283",1,4,7,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,7,NA,NA,NA,7,NA,NA,4,NA,NA,7,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,5,11,15,NA,NA,NA,1,NA,NA,4,NA,NA,NA,NA,NA,"P&P",2,"70 bis 74","Alteingesessen",">100000",112,"Zürich"
"284",4,4,5,3,6,4,6,5,5,4,5,2,5,6,6,6,3,7,6,6,4,3,5,5,6,4,3,5,6,4,6,6,2,5,3,6,6,5,4,6,5,6,6,4,4,5,6,4,NA,NA,NA,4,NA,3,5,6,5,6,4,2,3,11,7,6,2,80,120,3,3,3,2,3,1,1,2,1,"P&P",1,"65 bis 69","Alteingesessen","2001 bis 5000",108,"Pfäffikon"
"285",4,3,NA,1,1,3,5,5,6,6,4,5,1,3,7,7,1,3,7,6,1,3,4,3,4,1,1,6,1,1,5,6,1,3,1,NA,3,2,5,4,NA,NA,6,3,NA,5,NA,4,6,6,NA,NA,NA,4,5,6,NA,NA,4,1,2,7,15,3,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,"online",1,"80+","Alteingesessen",">100000",112,"Zürich"
"286",3,4,7,4,6,7,7,7,7,4,6,6,6,4,4,7,4,4,7,7,4,3,7,5,7,6,5,7,5,5,7,7,4,5,4,5,5,7,5,7,6,5,6,6,6,7,6,6,6,6,NA,5,6,5,6,5,5,6,4,15,5,3,11,4,2,92,118,3,3,4,4,4,3,3,1,3,"online",1,"70 bis 74","Alteingesessen","1001 bis 2000",102,"Andelfingen"
"287",1,4,7,4,6,5,7,5,6,6,5,5,6,6,7,6,2,6,7,6,6,4,5,6,7,4,NA,5,7,6,6,5,4,7,4,6,6,6,5,6,5,6,6,NA,NA,7,7,NA,6,6,NA,6,6,5,6,6,6,7,3,3,2,4,1,10,2,72,105,1,1,2,3,3,3,3,3,4,"online",2,"55 bis 59","Alteingesessen","10001 bis 20000",105,"Hinwil"
